"","genre","artist_name","track_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"615","pop","Adele","Set Fire to the Rain",0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,4
"616","pop","Adele","Love In The Dark",0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935,4
"617","pop","Adele","When We Were Young",0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,290900,4
"618","pop","Adele","Skyfall",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,286480,4
"619","pop","Adele","Make You Feel My Love",0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040,3
"620","pop","Adele","I Drink Wine",0.437,0.565,10,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,376169,4
"621","pop","Coldplay","Yellow",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
"622","pop","Coldplay","Sparks",0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3
"623","pop","Coldplay","The Scientist",0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
"624","pop","Coldplay","Viva La Vida",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
"625","pop","Coldplay","Something Just Like This",0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
"626","pop","Coldplay","Hymn for the Weekend",0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
"627","pop","Coldplay","Paradise",0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4
"628","pop","Coldplay","My Universe",0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,0.47,105.006,226198,4
"629","pop","Coldplay","A Sky Full of Stars",0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
"630","pop","Coldplay","Fix You",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
"631","pop","Mariah Carey","All I Want for Christmas Is You",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,241107,4
"632","pop","Mariah Carey","Christmas (Baby Please Come Home)",0.561,0.782,3,-7.444,1,0.0317,0.022,0,0.109,0.704,127.148,153240,4
"633","pop","Mariah Carey","Fantasy",0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,243493,4
"634","pop","Mariah Carey","Always Be My Baby",0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,258133,4
"635","pop","Mariah Carey","We Belong Together",0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,201400,4
"636","pop","Mariah Carey","Without You",0.576,0.526,6,-8.524,1,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,213667,4
"637","pop","Mariah Carey","Hero",0.501,0.378,4,-9.37,1,0.029,0.735,0,0.119,0.178,119.987,257733,4
"638","pop","Mariah Carey","O Holy Night",0.368,0.505,4,-7.208,1,0.0285,0.367,6.63e-06,0.154,0.192,173.977,266933,3
"639","pop","Mariah Carey","Big Energy (feat. DJ Khaled) - Remix",0.867,0.771,11,-3.688,0,0.0939,0.0385,0,0.133,0.715,106.021,181666,4
"640","pop","Mariah Carey","I Know What You Want (feat. Flipmode Squad)",0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,324307,4
"641","pop","Meghan Trainor","Made You Look",0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4
"642","pop","Meghan Trainor","Like I'm Gonna Lose You (feat. John Legend)",0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3
"643","pop","Meghan Trainor","NO",0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4
"644","pop","Meghan Trainor","Dear Future Husband",0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184227,4
"645","pop","Meghan Trainor","Better When I'm Dancin'",0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4
"646","pop","Meghan Trainor","All About That Bass",0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
"647","pop","Meghan Trainor","Me Too",0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,4
"648","pop","Meghan Trainor","Title",0.779,0.754,5,-4.358,1,0.0966,0.343,2.6e-06,0.0965,0.883,89.998,174733,4
"649","pop","Meghan Trainor","Lips Are Movin",0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,4
"650","pop","Meghan Trainor","Don't I Make It Look Easy",0.628,0.742,0,-4.51,1,0.0668,0.0624,0,0.274,0.829,148.756,154888,4
"651","pop","Noah Kahan","Stick Season",0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,182347,4
"652","pop","Noah Kahan","Homesick",0.503,0.643,6,-6.494,1,0.0407,0.0261,2.27e-05,0.314,0.43,169.955,194417,4
"653","pop","Noah Kahan","Growing Sideways",0.665,0.296,7,-8.64,1,0.0276,0.744,0,0.0922,0.539,89.142,255144,4
"654","pop","Noah Kahan","All My Love",0.637,0.651,2,-7.089,1,0.0521,0.32,0,0.0938,0.485,115.926,251511,4
"655","pop","Noah Kahan","Northern Attitude",0.512,0.636,3,-8.087,1,0.0469,0.113,3.8e-05,0.104,0.312,121.431,267256,4
"656","pop","Noah Kahan","She Calls Me Back",0.752,0.679,11,-6.453,1,0.0391,0.0853,0,0.28,0.704,127.945,243816,4
"657","pop","Noah Kahan","New Perspective",0.685,0.522,5,-9.635,1,0.0415,0.264,1.31e-06,0.0837,0.509,156.529,256871,4
"658","pop","Noah Kahan","Everywhere, Everything",0.456,0.383,11,-9.184,1,0.0344,0.378,0,0.138,0.301,179.772,257668,3
"659","pop","Noah Kahan","Someone Like You (feat. Joy Oladokun)",0.614,0.526,5,-7.492,1,0.0603,0.468,0,0.0939,0.366,177.913,186552,4
"660","pop","Noah Kahan","Orange Juice",0.647,0.384,9,-10.825,1,0.0374,0.49,6.55e-06,0.121,0.208,119.831,297103,4
"661","pop","Maroon 5","Memories",0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,189486,4
"662","pop","Maroon 5","Payphone",0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,4
"663","pop","Maroon 5","Maps",0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
"664","pop","Maroon 5","Sugar",0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4
"665","pop","Maroon 5","Beautiful Mistakes (feat. Megan Thee Stallion)",0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395,4
"666","pop","Maroon 5","Animals",0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4
"667","pop","Maroon 5","This Love",0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,206200,4
"668","pop","Maroon 5","Moves Like Jagger - Studio Recording From ""The Voice"" Performance",0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4
"669","pop","Maroon 5","She Will Be Loved - Radio Mix",0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,259453,4
"670","pop","Maroon 5","One More Night",0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467,4
"671","pop","blackbear","idfc",0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027,4
"672","pop","blackbear","hot girl bummer",0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,188344,1
"673","pop","blackbear","my ex's best friend (with blackbear)",0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939,139461,4
"674","pop","blackbear","IDGAF (with blackbear)",0.782,0.728,5,-5.93,1,0.0768,0.427,0,0.25,0.876,97.975,140667,4
"675","pop","blackbear","idfc",0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4
"676","pop","blackbear","do re mi",0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027,3
"677","pop","blackbear","Memory",0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326,153338,5
"678","pop","blackbear","make up sex (feat. blackbear)",0.665,0.678,5,-4.122,0,0.0315,0.00156,0,0.474,0.682,131.986,122570,4
"679","pop","blackbear","gfy (with Machine Gun Kelly)",0.744,0.732,8,-3.036,1,0.0522,0.0264,0,0.352,0.387,121.086,174067,4
"680","pop","blackbear","@ my worst",0.615,0.774,4,-5.152,0,0.0551,0.0173,0,0.15,0.336,136.887,191364,4
"681","country","Morgan Wallen","You Proof",0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,157478,4
"682","country","Morgan Wallen","Wasted On You",0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,178520,3
"683","country","Morgan Wallen","Whiskey Glasses",0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
"684","country","Morgan Wallen","Chasin' You",0.631,0.591,7,-5.785,1,0.0277,0.657,0,0.11,0.489,97.074,205453,4
"685","country","Morgan Wallen","Thought You Should Know",0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,215572,4
"686","country","Morgan Wallen","More Than My Hometown",0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,216573,4
"687","country","Morgan Wallen","Cover Me Up",0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,3
"688","country","Morgan Wallen","Sand In My Boots",0.403,0.537,3,-6.628,1,0.031,0.59,0,0.112,0.414,69.877,202133,4
"689","country","Morgan Wallen","Heartless (feat. Morgan Wallen)",0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033,169227,4
"690","country","Morgan Wallen","7 Summers",0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507,4
"691","country","Zach Bryan","Something in the Orange",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3
"692","country","Zach Bryan","Heading South",0.68,0.246,4,-14.112,1,0.058,0.783,0,0.106,0.388,110.23,171693,4
"693","country","Zach Bryan","Burn, Burn, Burn",0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4
"694","country","Zach Bryan","Oklahoma Smokeshow",0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,211739,4
"695","country","Zach Bryan","Sun to Me",0.505,0.27,9,-9.165,0,0.0333,0.593,0,0.133,0.557,98.721,163032,4
"696","country","Zach Bryan","Condemned",0.616,0.15,5,-13.517,1,0.119,0.831,0,0.203,0.345,126.462,174673,4
"697","country","Zach Bryan","Heavy Eyes",0.471,0.912,5,-3.032,1,0.0724,0.032,0,0.343,0.613,139.667,190780,4
"698","country","Zach Bryan","The Good I'll Do",0.434,0.215,10,-8.478,1,0.0417,0.82,0,0.456,0.187,118.152,211316,4
"699","country","Zach Bryan","November Air",0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,243709,4
"700","country","Zach Bryan","Letting Someone Go",0.543,0.117,0,-15.153,1,0.0389,0.811,0,0.147,0.395,83.607,239761,4
"701","country","Luke Combs","The Kind of Love We Make",0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4
"702","country","Luke Combs","Beautiful Crazy",0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,193200,4
"703","country","Luke Combs","When It Rains It Pours",0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
"704","country","Luke Combs","Forever After All",0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,232533,4
"705","country","Luke Combs","Beer Never Broke My Heart",0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77.001,186733,4
"706","country","Luke Combs","She Got the Best of Me",0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,183160,4
"707","country","Luke Combs","Going, Going, Gone",0.565,0.56,6,-6.034,1,0.0275,0.538,0,0.0961,0.325,159.931,177267,4
"708","country","Luke Combs","Hurricane",0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.515,75.977,222533,4
"709","country","Luke Combs","Better Together",0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,219573,4
"710","country","Luke Combs","One Number Away",0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,221800,4
"711","country","Chris Stapleton","Tennessee Whiskey",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4
"712","country","Chris Stapleton","You Should Probably Leave",0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4
"713","country","Chris Stapleton","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)",0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,285107,3
"714","country","Chris Stapleton","Broken Halos",0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
"715","country","Chris Stapleton","Starting Over",0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4
"716","country","Chris Stapleton","Parachute",0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4
"717","country","Chris Stapleton","Millionaire",0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4
"718","country","Chris Stapleton","Joy Of My Life",0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,274520,4
"719","country","Chris Stapleton","Fire Away",0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,3
"720","country","Chris Stapleton","Traveller",0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4
"721","country","Luke Bryan","Country Girl (Shake It For Me)",0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,225560,4
"722","country","Luke Bryan","Play It Again",0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,143.935,226867,4
"723","country","Luke Bryan","Country On",0.52,0.751,5,-5.064,1,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,236456,4
"724","country","Luke Bryan","That's My Kind Of Night",0.661,0.751,7,-2.909,1,0.0481,0.0571,0,0.105,0.875,109.995,190187,4
"725","country","Luke Bryan","Kiss Tomorrow Goodbye",0.571,0.937,5,-3.467,0,0.0365,0.0064,0,0.316,0.584,115.013,203133,4
"726","country","Luke Bryan","I Don't Want This Night To End",0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,219973,4
"727","country","Luke Bryan","Rain Is A Good Thing",0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4
"728","country","Luke Bryan","Kick The Dust Up",0.597,0.86,1,-2.315,1,0.0461,0.196,0,0.087,0.818,172.064,190587,4
"729","country","Luke Bryan","Huntin', Fishin' And Lovin' Every Day",0.543,0.81,0,-4.275,1,0.0368,0.14,1.23e-05,0.145,0.395,76.978,278613,4
"730","country","Luke Bryan","Drunk On You",0.558,0.872,9,-4.401,1,0.0449,0.178,0,0.173,0.472,143.971,213547,4
"731","country","Jason Aldean","Dirt Road Anthem",0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,229400,4
"732","country","Jason Aldean","If I Didn't Love You",0.456,0.679,1,-4.802,1,0.0324,0.176,0,0.103,0.483,184.075,212030,4
"733","country","Jason Aldean","You Make It Easy",0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025,196800,3
"734","country","Jason Aldean","That's What Tequila Does",0.522,0.801,5,-5.424,1,0.1,0.224,0,0.301,0.491,155.928,189307,3
"735","country","Jason Aldean","She's Country",0.553,0.872,1,-2.832,0,0.0782,0.198,0,0.0659,0.638,172.138,220573,4
"736","country","Jason Aldean","Got What I Got",0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3
"737","country","Jason Aldean","Big Green Tractor",0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,204200,4
"738","country","Jason Aldean","Trouble With A Heartbreak",0.582,0.797,5,-4.926,1,0.0334,0.23,0,0.132,0.595,135.973,196027,4
"739","country","Jason Aldean","Burnin' It Down",0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4
"740","country","Jason Aldean","My Kinda Party",0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4
"741","country","HARDY","wait in the truck (feat. Lainey Wilson)",0.534,0.466,6,-6.98,1,0.0272,0.277,0,0.0979,0.23,140,277660,4
"742","country","HARDY","GIVE HEAVEN SOME HELL",0.639,0.843,11,-4.975,1,0.0362,0.0525,0,0.0854,0.528,126.047,217802,4
"743","country","HARDY","TRUCK BED",0.662,0.77,0,-4.887,1,0.0367,0.0875,0,0.35,0.769,132.057,167535,4
"744","country","HARDY","Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",0.615,0.874,11,-3.375,1,0.104,0.0131,0,0.33,0.604,107.97,154960,4
"745","country","HARDY","ONE BEER (feat. Lauren Alaina & Devin Dawson)",0.516,0.745,2,-8.352,1,0.0774,0.564,0,0.275,0.826,186.006,173173,3
"746","country","HARDY","SOLD OUT",0.504,0.893,9,-4.801,1,0.0488,0.00556,1.83e-05,0.34,0.333,145.005,202912,4
"747","country","HARDY","JACK",0.551,0.6,7,-5.501,1,0.0295,0.0295,2.94e-06,0.291,0.493,125.019,168630,4
"748","country","HARDY","He Went To Jared (HARDY feat. Morgan Wallen)",0.565,0.806,9,-5.11,0,0.0482,0.054,7.73e-06,0.204,0.683,140.084,213693,4
"749","country","HARDY","UNAPOLOGETICALLY COUNTRY AS HELL",0.543,0.648,1,-4.961,1,0.0311,0.172,0,0.329,0.617,124.053,235361,3
"750","country","HARDY","REDNECKER",0.537,0.751,7,-5.472,1,0.0344,0.0506,9.63e-05,0.1,0.51,143.962,201832,4
"751","country","Cody Johnson","'Til You Can't",0.501,0.815,1,-4.865,1,0.0436,0.0513,0,0.106,0.46,160.087,224213,4
"752","country","Cody Johnson","Human",0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,221520,4
"753","country","Cody Johnson","Me and My Kind",0.588,0.807,2,-3.426,1,0.0283,0.0835,0,0.109,0.674,110.014,156200,4
"754","country","Cody Johnson","Long Live Cowgirls (with Cody Johnson)",0.233,0.432,10,-5.957,1,0.0321,0.291,0,0.279,0.286,195.663,184747,3
"755","country","Cody Johnson","Diamond In My Pocket",0.546,0.838,7,-3.51,1,0.0319,0.27,1.24e-05,0.0841,0.719,151.914,196907,4
"756","country","Cody Johnson","Dance Her Home",0.674,0.892,0,-3.771,1,0.0293,0.205,0,0.694,0.889,114.048,174680,4
"757","country","Cody Johnson","Wild as You",0.461,0.65,11,-5.372,1,0.0293,0.187,0,0.111,0.488,149.873,186067,4
"758","country","Cody Johnson","With You I Am",0.558,0.66,7,-6.223,1,0.0273,0.416,0,0.139,0.388,75.009,220893,4
"759","country","Cody Johnson","On My Way to You",0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4
"760","country","Cody Johnson","Nothin' on You",0.358,0.358,6,-7.18,1,0.0307,0.566,0.000232,0.104,0.158,134.629,260467,3
"761","country","Kane Brown","Thank God",0.738,0.455,3,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945,174560,4
"762","country","Kane Brown","Be Like That - feat. Swae Lee & Khalid",0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,4
"763","country","Kane Brown","One Thing Right",0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,181824,4
"764","country","Kane Brown","Heaven",0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,179507,4
"765","country","Kane Brown","What Ifs (feat. Lauren Alaina)",0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,188253,4
"766","country","Kane Brown","Memory",0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326,153338,5
"767","country","Kane Brown","Like I Love Country Music",0.533,0.802,8,-6.73,1,0.0447,0.00075,0.000225,0.315,0.69,124.986,234800,4
"768","country","Kane Brown","Famous Friends",0.535,0.859,6,-2.922,1,0.0344,0.0528,0,0.32,0.698,102.008,166507,4
"769","country","Kane Brown","Grand",0.583,0.856,6,-5.446,0,0.0445,0.00484,0,0.224,0.48,168.053,178973,4
"770","country","Kane Brown","Good as You",0.626,0.516,8,-6.05,1,0.0388,0.4,0,0.142,0.769,153.653,192053,4
"771","country","Thomas Rhett","Die A Happy Man",0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
"772","country","Thomas Rhett","Half Of Me",0.575,0.842,7,-5.058,1,0.0348,0.00683,0,0.279,0.665,111.995,183027,4
"773","country","Thomas Rhett","Look What God Gave Her",0.739,0.85,2,-3.966,1,0.0308,0.0272,0,0.181,0.883,113,168960,4
"774","country","Thomas Rhett","What’s Your Country Song",0.359,0.706,5,-6.151,1,0.0309,0.000602,0,0.285,0.479,174.079,171333,4
"775","country","Thomas Rhett","Marry Me",0.333,0.412,3,-8.633,1,0.029,0.0977,0,0.113,0.474,85.028,205453,4
"776","country","Thomas Rhett","Unforgettable",0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4
"777","country","Thomas Rhett","Beer Can’t Fix",0.711,0.774,7,-4.068,1,0.0308,0.0317,0,0.124,0.939,111.016,209733,4
"778","country","Thomas Rhett","Make Me Wanna",0.545,0.818,9,-6.38,1,0.0541,0.0369,0,0.101,0.679,109.019,225067,3
"779","country","Thomas Rhett","Crash and Burn",0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4
"780","country","Thomas Rhett","Sixteen",0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
"781","country","Bailey Zimmerman","Rock and A Hard Place",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,207541,3
"782","country","Bailey Zimmerman","Fall In Love",0.524,0.643,9,-6.055,1,0.0297,0.451,0,0.221,0.397,135.962,232059,4
"783","country","Bailey Zimmerman","Where It Ends",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,179294,4
"784","country","Bailey Zimmerman","Never Comin' Home",0.556,0.59,10,-6.846,1,0.029,0.25,0,0.109,0.573,143.972,194271,4
"785","country","Bailey Zimmerman","Waiting",0.514,0.626,6,-6.507,1,0.0288,0.389,3.19e-06,0.0834,0.3,150.047,217600,4
"786","country","Bailey Zimmerman","House On Fire",0.584,0.5,0,-8.167,1,0.0315,0.57,0,0.079,0.426,124.996,220800,4
"787","country","Bailey Zimmerman","Never Leave",0.503,0.643,9,-6.586,1,0.0304,0.523,1.23e-06,0.0661,0.345,148.11,207568,4
"788","country","Bailey Zimmerman","Change",0.437,0.902,0,-4.915,1,0.0372,0.0374,0,0.089,0.564,150.017,188255,4
"789","country","Bailey Zimmerman","Rock and A Hard Place - Acoustic",0.645,0.366,1,-11.249,1,0.0335,0.807,0,0.12,0.445,122.116,207541,3
"790","country","Bailey Zimmerman","Trainwreck",0.509,0.803,7,-5.543,1,0.0272,0.0772,0,0.133,0.373,138.022,210870,4
"791","country","Jordan Davis","Buy Dirt",0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,167480,4
"792","country","Jordan Davis","What My World Spins Around",0.675,0.726,2,-6.459,1,0.0461,0.105,0,0.153,0.671,124.872,186791,4
"793","country","Jordan Davis","Next Thing You Know",0.557,0.597,5,-8.296,1,0.048,0.646,0,0.0974,0.414,78.526,175238,4
"794","country","Jordan Davis","Slow Dance In A Parking Lot",0.523,0.837,7,-4.494,1,0.0335,0.301,0,0.172,0.523,82.006,193929,4
"795","country","Jordan Davis","Singles You Up",0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,182667,4
"796","country","Jordan Davis","Take It From Me",0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,174255,4
"797","country","Jordan Davis","Part Of It",0.452,0.839,8,-5.246,1,0.0462,0.061,0,0.343,0.487,175.969,188267,4
"798","country","Jordan Davis","Drink Had Me",0.699,0.642,11,-5.246,1,0.0319,0.376,0,0.0848,0.796,94.974,156200,4
"799","country","Jordan Davis","Almost Maybes",0.476,0.864,11,-4.025,1,0.0946,0.156,0,0.0982,0.53,180.316,179187,4
"800","country","Jordan Davis","Trying",0.55,0.48,6,-6.649,1,0.0251,0.42,2.79e-06,0.101,0.276,169.957,176867,4
"801","country","Carrie Underwood","Before He Cheats",0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199947,4
"802","country","Carrie Underwood","If I Didn't Love You",0.456,0.679,1,-4.802,1,0.0324,0.176,0,0.103,0.483,184.075,212030,4
"803","country","Carrie Underwood","Church Bells",0.575,0.844,3,-1.772,0,0.0633,0.226,0,0.0538,0.542,87.007,193333,4
"804","country","Carrie Underwood","Blown Away",0.531,0.843,9,-2.569,0,0.0429,0.0909,0,0.0283,0.392,136.991,240133,4
"805","country","Carrie Underwood","All-American Girl",0.624,0.805,9,-2.632,1,0.029,0.0466,0,0.328,0.77,123.991,212173,4
"806","country","Carrie Underwood","Jesus, Take the Wheel",0.359,0.518,2,-3.537,1,0.0302,0.665,0,0.106,0.135,76.572,226493,4
"807","country","Carrie Underwood","Hate My Heart",0.524,0.923,7,-3.53,1,0.085,0.00958,0,0.102,0.318,149.972,183573,4
"808","country","Carrie Underwood","Cowboy Casanova",0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,236787,4
"809","country","Carrie Underwood","Dirty Laundry",0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,204093,4
"810","country","Carrie Underwood","Good Girl",0.617,0.839,0,-2.849,0,0.0655,0.0286,0,0.19,0.741,128.91,205560,4
"811","country","Blake Shelton","Out In The Middle",0.516,0.867,1,-3.139,1,0.0328,0.0237,0,0.106,0.615,166.031,166301,4
"812","country","Blake Shelton","God's Country",0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,4
"813","country","Blake Shelton","Ol' Red",0.664,0.556,10,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,221267,4
"814","country","Blake Shelton","Boys 'Round Here (feat. Pistol Annies & Friends)",0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4
